Title,Publisher,Link,DiscountPCT,OriginalPrice,DiscountPrice,Discount_Endtime,Rating,Rating_count,Genre,ReleaseDate
"F1® Manager 2023 Deluxe Edition (Simplified Chinese, English, Japanese)",FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA15480_00-F1MANA23DELUXEED,65%,HK$568.00,HK$198.80,20/3/2024 03:59 PM UTC,4.11,471,"Driving/Racing, Simulation, Sport",27/7/2023
Detroit: Become Human™ Digital Deluxe Edition (English/Chinese/Korean Ver.),Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-CUSA08392_00-ASIAPLACEHOLDER1,50%,HK$238.00,HK$119.00,20/3/2024 03:59 PM UTC,4.69,115k,"Action, Adventure",24/5/2018
DRAGON QUEST BUILDERS 2 (English Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA11230_00-ASIAFULLGAME0000,40%,HK$338.00,HK$202.80,20/3/2024 03:59 PM UTC,4.7,5.3k,"Role Playing Games, Adventure, Role Playing Games",11/7/2019
DRAGON QUEST BUILDERS 2 (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA10373_00-ASIA000000000000,40%,HK$338.00,HK$202.80,20/3/2024 03:59 PM UTC,4.7,5.3k,"Role Playing Games, Adventure, Role Playing Games",19/12/2018
DRAGON QUEST BUILDERS 2 (Chinese/Korean Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-CUSA13561_00-ASIAFULLGAME0000,40%,HK$338.00,HK$202.80,20/3/2024 03:59 PM UTC,4.7,5.3k,"Role Playing Games, Adventure, Role Playing Games",23/1/2019
DRAGON QUEST BUILDERS 2 Season Pass (English Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA11230_00-ASIASEASON000000,40%,HK$204.00,HK$122.40,20/3/2024 03:59 PM UTC,4.14,21,Role Playing Games,12/7/2019
DLC Pack (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA10373_00-ASIA000000000005,40%,HK$204.00,HK$122.40,20/3/2024 03:59 PM UTC,1.91,11,Role Playing Games,30/5/2019
DLC Pack (Chinese/Korean Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-CUSA13561_00-0000000000000002,40%,HK$204.00,HK$122.40,20/3/2024 03:59 PM UTC,4.5,42,Role Playing Games,30/5/2019
DLC1: JAPANESE STYLE (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA10373_00-ASIADLC000000001,40%,HK$48.00,HK$28.80,20/3/2024 03:59 PM UTC,5,3,Role Playing Games,28/2/2019
DLC1: JAPANESE STYLE (Chinese/Korean Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-CUSA13561_00-CREATERECIPE0000,40%,HK$48.00,HK$28.80,20/3/2024 03:59 PM UTC,4.81,185,Role Playing Games,28/2/2019
DRAGON QUEST BUILDERS 2 - Aquarium Pack (English Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA11230_00-ASIATESYSTEM0000,40%,HK$78.00,HK$46.80,20/3/2024 03:59 PM UTC,4,13,Role Playing Games,29/7/2019
DLC2: Aquarium (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA10373_00-ASIACREATESYSTEM,40%,HK$78.00,HK$46.80,20/3/2024 03:59 PM UTC,4.2,5,Role Playing Games,28/3/2019
DLC2: Aquarium (Chinese/Korean Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-CUSA13561_00-CREATESYSTEM0000,40%,HK$78.00,HK$46.80,20/3/2024 03:59 PM UTC,4.7,177,Role Playing Games,28/3/2019
DRAGON QUEST BUILDERS 2 - Modernist Pack (English Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA11230_00-ASIATERECIPE0014,40%,HK$78.00,HK$46.80,20/3/2024 03:59 PM UTC,4,14,Role Playing Games,29/7/2019
DLC3: Modernist (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA10373_00-ASIATERECIPE0014,40%,HK$78.00,HK$46.80,20/3/2024 03:59 PM UTC,3.86,7,Role Playing Games,30/5/2019
DLC3: Modernist (Chinese/Korean Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-CUSA13561_00-CREATERECIPE0014,40%,HK$78.00,HK$46.80,20/3/2024 03:59 PM UTC,4.7,66,Role Playing Games,30/5/2019
DRAGON QUEST BUILDERS 2 - Hotto Stuff Pack (English Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA11230_00-ASIATERECIPE0000,40%,HK$48.00,HK$28.80,20/3/2024 03:59 PM UTC,4.27,11,Role Playing Games,29/7/2019
Jurassic World Evolution 2: Camp Cretaceous Dinosaur Pack (English/Chinese/Korean/Japanese Ver.),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA03286_00-CAMPCRETACEOUSPK,50%,HK$78.00,HK$39.00,20/3/2024 03:59 PM UTC,0,No,"Simulation, Strategy",8/3/2022
Jurassic World Evolution 2: Cretaceous Predator Pack (English/Chinese/Korean/Japanese Ver.),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA03286_00-CRETACEOUSPREDPK,20%,HK$78.00,HK$62.40,20/3/2024 03:59 PM UTC,5,2,"Simulation, Strategy",30/11/2023
Jurassic World Evolution 2: Deluxe Upgrade Pack (English/Chinese/Korean/Japanese Ver.),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA03286_00-JWE2DELUXEDITION,70%,HK$148.00,HK$44.40,20/3/2024 03:59 PM UTC,5,1,"Simulation, Strategy",9/11/2021
Jurassic World Evolution 2: Feathered Species Pack (English/Chinese/Korean/Japanese Ver.),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA03286_00-FEATHEREDSPECIES,50%,HK$78.00,HK$39.00,20/3/2024 03:59 PM UTC,0,No,"Simulation, Strategy",30/3/2023
Jurassic World Evolution 2: Prehistoric Marine Species Pack (English/Chinese/Korean/Japanese Ver.),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA03286_00-MARINESPECIESPAK,20%,HK$78.00,HK$62.40,20/3/2024 03:59 PM UTC,0,No,"Simulation, Strategy",10/8/2023
"Aliens: Fireteam Elite - Ultimate Edition (Simplified Chinese, English, Korean, Traditional Chinese)",Focus Entertainment,https://store.playstation.com/en-hk/product/EP4133-PPSA03544_00-AFTEULTIMATEEDIT,50%,HK$468.00,HK$234.00,20/3/2024 03:59 PM UTC,3.67,4.3k,"Action, Shooter",30/8/2022
Aliens: Fireteam Elite - Ultimate Edition Upgrade (Add-On),Focus Entertainment,https://store.playstation.com/en-hk/product/EP4133-PPSA03544_00-AFTEULTIMATEEDUP,50%,HK$238.00,HK$119.00,20/3/2024 03:59 PM UTC,0,No,"Action, Shooter",30/8/2022
"Guilty Gear -Strive- Daredevil Edition (Simplified Chinese, Traditional Chinese)",Bandai Namco Entertainment Asia Pte Ltd.,https://store.playstation.com/en-hk/product/HP5028-PPSA02330_00-0121814997858605,30%,HK$799.00,HK$559.30,20/3/2024 03:59 PM UTC,4.59,4.5k,Fighting,24/8/2023
"STAR OCEAN THE DIVINE FORCE DIGITAL DELUXE EDITION (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-PPSA06262_00-STAROCEAN6DDX501,50%,HK$599.00,HK$299.50,20/3/2024 03:59 PM UTC,4.02,2.5k,Role Playing Games,26/10/2022
"Tactics Ogre: Reborn Digital Premium Edition PS4&PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-PPSA03841_00-TORDPEPS5AS00000,50%,HK$478.00,HK$239.00,20/3/2024 03:59 PM UTC,4.25,962,Role Playing Games,10/11/2022
"Moving Out 2 - Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA34284_00-MOVINGOUT2DX0000,35%,HK$256.00,HK$166.40,20/3/2024 03:59 PM UTC,4.27,926,Strategy,11/10/2023
Moving Out 2 - F.A.R.Tastic Four DLC (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-PPSA08206_00-MOVINGOUT2DLC001,25%,HK$38.00,HK$28.50,20/3/2024 03:59 PM UTC,0,No,Strategy,28/8/2023
Investigator Pack (English/Chinese/Korean/Japanese Ver.),FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/JP4860-PPSA02921_00-2697560919616426,65%,HK$38.00,HK$13.30,20/3/2024 03:59 PM UTC,0,No,Adventure,18/2/2021
"Lovecraftian Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/EP5205-PPSA01772_00-0093683353502823,80%,HK$638.00,HK$127.60,20/3/2024 03:59 PM UTC,3.83,436,"Adventure, Action, Horror",25/7/2023
Merciful Madness (English/Chinese/Korean/Japanese Ver.),FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/JP4860-PPSA02921_00-5479656096132641,70%,HK$78.00,HK$23.40,20/3/2024 03:59 PM UTC,0,No,Adventure,18/2/2021
"The Lucid Dreamer Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/EP5205-PPSA01772_00-BTHELUCIDDREAMER,90%,HK$638.00,HK$63.80,20/3/2024 03:59 PM UTC,3.83,436,"Adventure, Horror, Action",26/5/2022
"The Sinking City PS5 Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/JP4860-PPSA02921_00-2527416918830591,85%,HK$468.00,HK$70.20,20/3/2024 03:59 PM UTC,3.83,436,"Adventure, Horror, Action",18/2/2021
Worshippers of the Necronomicon (English/Chinese/Korean/Japanese Ver.),FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/JP4860-PPSA02921_00-5256384192541503,70%,HK$78.00,HK$23.40,20/3/2024 03:59 PM UTC,0,No,Adventure,18/2/2021
Warhammer Age of Sigmar: Realms of Ruin - Deluxe Upgrade Pack (English/Chinese/Japanese Ver.),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA06926_00-AOSRORDELUXEPACK,50%,HK$108.00,HK$54.00,20/3/2024 03:59 PM UTC,0,No,Strategy,17/11/2023
"Warhammer Age of Sigmar: Realms of Ruin - Ultimate Edition (Simplified Chinese, English, Japanese, Traditional Chinese)",FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA06926_00-AOSRORULTEDITION,70%,HK$604.00,HK$181.20,20/3/2024 03:59 PM UTC,4.07,258,Strategy,14/11/2023
"Sniper Ghost Warrior Contracts 2 Complete Edition (Simplified Chinese, English, Korean, Traditional Chinese)",CI GAMES S.A.,https://store.playstation.com/en-hk/product/EP4321-PPSA03131_00-9518271126471986,80%,HK$468.00,HK$93.60,20/3/2024 03:59 PM UTC,4.06,3.1k,Shooter,10/4/2022
"Sherlock Holmes Essential Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/EP5205-CUSA26518_00-3ESSENTIALBUNDLE,90%,HK$798.00,HK$79.80,20/3/2024 03:59 PM UTC,4.13,498,Adventure,19/5/2022
Moving Out - Movers In Paradise (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA17675_00-MOVINGOUT0000002,60%,HK$58.00,HK$23.20,20/3/2024 03:59 PM UTC,3.91,1.2k,Unique,24/2/2021
Moving Out - The Employees of the Month Pack (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA17675_00-ASIA000000000001,60%,HK$23.00,HK$9.20,20/3/2024 03:59 PM UTC,4.53,15,Strategy,14/5/2020
"Moving Out Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA17675_00-7938139593987177,80%,HK$238.00,HK$47.60,20/3/2024 03:59 PM UTC,4.17,2k,"Action, Strategy",30/10/2022
Crash Bandicoot N. Sane Trilogy Bonus Edition (English Ver.),Activision,https://store.playstation.com/en-hk/product/UP0002-CUSA07402_00-ASIAGAME00000000,60%,HK$308.00,HK$123.20,20/3/2024 03:59 PM UTC,4.51,57k,Adventure,5/7/2018
HOT WHEELS™ - Batman Expansion (English/Chinese/Korean/Japanese Ver.),Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC17,75%,HK$108.00,HK$27.00,20/3/2024 03:59 PM UTC,0,No,Driving/Racing,1/12/2021
HOT WHEELS™ - GOTY Upgrade Pack (Add-On),Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA02325_00-HWUGOTYUPGRADEPK,80%,HK$348.00,HK$69.60,20/3/2024 03:59 PM UTC,0,No,Driving/Racing,28/9/2022
HOT WHEELS™ - Looney Tunes Expansion (English/Chinese/Korean/Japanese Ver.),Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC54,75%,HK$108.00,HK$27.00,20/3/2024 03:59 PM UTC,0,No,Driving/Racing,13/7/2022
HOT WHEELS™ - Monster Trucks Expansion (English/Chinese/Korean/Japanese Ver.),Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC39,75%,HK$108.00,HK$27.00,20/3/2024 03:59 PM UTC,0,No,Driving/Racing,20/4/2022
HOT WHEELS™ Pass Vol. 1 (English/Chinese/Korean/Japanese Ver.),Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA02325_00-HWPASSVOL1PS5000,80%,HK$238.00,HK$47.60,20/3/2024 03:59 PM UTC,0,No,Driving/Racing,29/9/2021
HOT WHEELS™ Pass Vol. 2 (English/Chinese/Korean/Japanese Ver.),Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA02325_00-HWPASSVOL2PS5000,80%,HK$238.00,HK$47.60,20/3/2024 03:59 PM UTC,0,No,Driving/Racing,16/2/2022
HOT WHEELS™ Pass Vol. 3 (English/Chinese/Korean/Japanese Ver.),Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA02325_00-HWPASSVOL3PS5000,80%,HK$238.00,HK$47.60,20/3/2024 03:59 PM UTC,0,No,Driving/Racing,8/6/2022
"The DioField Chronicle Digital Deluxe Edition (Simplified Chinese, English, Japanese, Traditional Chinese)","SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-PPSA05882_00-DFCDD0000000005A,60%,HK$597.00,HK$238.80,20/3/2024 03:59 PM UTC,3.98,382,"Role Playing Games, Strategy",19/9/2022
"AEW: Fight Forever Elite Edition (Simplified Chinese, English, Japanese, Traditional Chinese)",THQ NORDIC GMBH,https://store.playstation.com/en-hk/product/EP4389-PPSA09352_00-AEWELITEEDITION0,35%,HK$638.00,HK$414.70,20/3/2024 03:59 PM UTC,3.18,1.6k,Fighting,28/6/2023
AEW: Fight Forever - Season Pass 2 (English/Chinese/Japanese Ver.),THQ NORDIC GMBH,https://store.playstation.com/en-hk/product/EP4389-PPSA09352_00-AEWSEASONPASS002,25%,HK$198.00,HK$148.50,20/3/2024 03:59 PM UTC,5,1,Fighting,22/11/2023
AEW: Fight Forever - FTR: Revival Pack (English/Chinese/Japanese Ver.),THQ NORDIC GMBH,https://store.playstation.com/en-hk/product/EP4389-PPSA09352_00-AEWRESTLERPACK02,25%,HK$90.00,HK$67.50,20/3/2024 03:59 PM UTC,0,No,Fighting,29/6/2023
AEW: Fight Forever - Matt Hardy (English/Chinese/Korean/Japanese Ver.),THQ NORDIC GMBH,https://store.playstation.com/en-hk/product/EP4389-PPSA09352_00-AEWRESTLERPACK01,25%,HK$38.00,HK$28.50,20/3/2024 03:59 PM UTC,0,No,Fighting,29/6/2023
Planet Coaster: Ghostbusters™ (English/Chinese/Korean/Japanese Ver.),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-CUSA17602_00-GHOSTBUSTERS0000,60%,HK$108.00,HK$43.20,20/3/2024 03:59 PM UTC,4.22,116,"Simulation, Strategy",11/6/2021
Planet Coaster: Spooky & Adventure Bundle (Add-On),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-CUSA17602_00-ASPOOKYADVENTURE,60%,HK$108.00,HK$43.20,20/3/2024 03:59 PM UTC,4.62,138,Unique,11/6/2021
Planet Coaster: Studios Pack (English/Chinese/Korean/Japanese Ver.),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-CUSA17602_00-PLANETCOASTUDIOS,60%,HK$78.00,HK$31.20,20/3/2024 03:59 PM UTC,4.42,79,"Simulation, Strategy",11/6/2021
Planet Coaster: Vintage & World’s Fair Bundle (Add-On),FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-CUSA17602_00-5667812381443909,60%,HK$108.00,HK$43.20,20/3/2024 03:59 PM UTC,4.67,87,"Simulation, Strategy",11/6/2021
"Wizard with a Gun: Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-PPSA06416_00-0398515358772794,40%,HK$238.00,HK$142.80,20/3/2024 03:59 PM UTC,4.26,271,"Action, Adventure",17/10/2023
KINGDOM HEARTS All-In-One Package (English),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA12031_00-ASIAIM0000000000,60%,HK$798.00,HK$319.20,20/3/2024 03:59 PM UTC,4.64,29k,"Role Playing Games, Action, Role Playing Games",28/1/2019
KINGDOM HEARTS INTEGRUM MASTERPIECE (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA11060_00-ASIAIM0000000000,60%,HK$918.00,HK$367.20,20/3/2024 03:59 PM UTC,4.64,29k,Role Playing Games,24/1/2019
The Elder Scrolls V: Skyrim® VR (English/Chinese Ver.),Bethesda Softworks,https://store.playstation.com/en-hk/product/HP1003-CUSA09983_00-ASIAPLACEHOLDER0,75%,HK$399.00,HK$99.75,20/3/2024 03:59 PM UTC,4.42,5.8k,"Role Playing Games, Role Playing Games",23/11/2017
"Fallout 76: Atlantic City - Boardwalk Paradise Deluxe Edition (Simplified Chinese, English, Korean, Traditional Chinese)",Bethesda Softworks,https://store.playstation.com/en-hk/product/HP1003-CUSA12265_00-ATLANTICCITYDLXE,60%,HK$465.00,HK$186.00,20/3/2024 03:59 PM UTC,3.59,44k,"Action, Role Playing Games",5/12/2023
Fallout 76: Atlantic City High Stakes Bundle (English/Chinese/Korean Ver.),Bethesda Softworks,https://store.playstation.com/en-hk/product/HP1003-CUSA12265_00-ATLCTY0000000000,50%,HK$233.00,HK$116.50,20/3/2024 03:59 PM UTC,0,No,"Action, Role Playing Games",5/12/2023
"Truck Driver + Hidden Places & Damage System DLC Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",SOEDESCO Publishing B.V.,https://store.playstation.com/en-hk/product/EP4541-CUSA12209_00-TRUCKEUGAMEDLC01,50%,HK$238.00,HK$119.00,20/3/2024 03:59 PM UTC,4.34,113,Unique,24/10/2020
"Truck Driver - Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",SOEDESCO Publishing B.V.,https://store.playstation.com/en-hk/product/EP4541-CUSA12209_00-ASIASET000000000,60%,HK$395.00,HK$158.00,20/3/2024 03:59 PM UTC,3.39,4k,"Driving/Racing, Simulation",30/10/2019
Tony Hawk's™ Pro Skater™ 1 + 2 (English),Activision,https://store.playstation.com/en-hk/product/UP0002-CUSA17922_00-TH12RSTANDARD001,60%,HK$311.00,HK$124.40,20/3/2024 03:59 PM UTC,4.46,10k,Sport,3/9/2020
DREDGE - Blackstone Key (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-PPSA09076_00-0337754032629690,25%,HK$38.00,HK$28.50,20/3/2024 03:59 PM UTC,2,1,Adventure,29/3/2023
DREDGE - The Pale Reach (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-PPSA09076_00-DREDGEPALEREACH0,25%,HK$47.00,HK$35.25,20/3/2024 03:59 PM UTC,5,4,Adventure,16/11/2023
"Stellaris: Console Edition - Deluxe Edition (English, Korean, Japanese)",Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA07254_00-ASIA000000000001,75%,HK$469.00,HK$117.25,20/3/2024 03:59 PM UTC,4.56,4.7k,"Strategy, Strategy",27/2/2019
Stellaris: Console Edition - Expansion Pass Five (English Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA07254_00-EXPPASSFIVE00000,30%,HK$268.00,HK$187.60,20/3/2024 03:59 PM UTC,4.68,25,"Strategy, Strategy",3/5/2022
Stellaris: Console Edition - Expansion Pass Four (English Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA07254_00-EXPPASSFOUR00000,30%,HK$198.00,HK$138.60,20/3/2024 03:59 PM UTC,4.43,76,"Strategy, Strategy",17/6/2021
Stellaris: Console Edition - Expansion Pass One (English Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA07254_00-ASIA000000000003,30%,HK$195.00,HK$136.50,20/3/2024 03:59 PM UTC,5,3,"Strategy, Strategy",17/5/2020
Stellaris: Console Edition - Expansion Pass Three (English Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA07254_00-EXPPASSTHREE0000,30%,HK$198.00,HK$138.60,20/3/2024 03:59 PM UTC,4.66,74,Strategy,15/9/2020
Stellaris: Console Edition - Expansion Pass Two (English Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA07254_00-ASIA000000000007,30%,HK$194.00,HK$135.80,20/3/2024 03:59 PM UTC,5,2,"Strategy, Strategy",12/5/2020
Stellaris: Overlord Expansion Pack (English Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA07254_00-OVERLORD00000000,20%,HK$148.00,HK$118.40,20/3/2024 03:59 PM UTC,4.72,18,"Strategy, Strategy",8/3/2023
Cities: Skylines - Financial Districts (English/Chinese/Korean Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSFINANCIAL00000,50%,HK$78.00,HK$39.00,20/3/2024 03:59 PM UTC,0,No,Simulation,8/5/2023
Cities: Skylines - World Tour Bundle 2 (Add-On),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA06407_00-CSWORLDTOUR20000,50%,HK$198.00,HK$99.00,20/3/2024 03:59 PM UTC,4.22,9,"Simulation, Simulator",22/3/2023
Cities: Skylines - Campus (English/Chinese Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CITIESCAMPUS0000,50%,HK$108.00,HK$54.00,20/3/2024 03:59 PM UTC,0,No,Simulation,15/2/2023
Cities Skylines - Snowfall (English/Chinese Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSSNOWFALL000000,50%,HK$108.00,HK$54.00,20/3/2024 03:59 PM UTC,0,No,Simulation,15/2/2023
Cities: Skylines - Content Creator Pack: Industrial Evolution (English/Chinese/Korean Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSCCPINDUSTRIAL0,50%,HK$38.00,HK$19.00,20/3/2024 03:59 PM UTC,0,No,Simulation,10/8/2023
Cities: Skylines - World Tour Bundle (Add-On),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA06407_00-CSWORLDTOUR000EU,50%,HK$78.00,HK$39.00,20/3/2024 03:59 PM UTC,4.58,43,"Simulation, Simulator",15/11/2022
Cities: Skylines - Financial Districts Bundle (Add-On),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA06407_00-CSFINANBUNDLE0EU,50%,HK$108.00,HK$54.00,20/3/2024 03:59 PM UTC,4.59,32,"Simulation, Simulator",13/12/2022
Cities: Skylines - Content Creator Pack: Shopping Malls (English/Chinese/Korean Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSCCPSHOPPING000,50%,HK$38.00,HK$19.00,20/3/2024 03:59 PM UTC,0,No,Simulation,10/8/2023
Cities: Skylines - Content Creator Pack: Sports Venues (English/Chinese/Korean Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSCCPSPORTSVENUE,50%,HK$38.00,HK$19.00,20/3/2024 03:59 PM UTC,0,No,Simulation,10/8/2023
Cities Skylines - Natural Disasters (English/Chinese Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSNATURALDIST000,50%,HK$108.00,HK$54.00,20/3/2024 03:59 PM UTC,0,No,Simulation,15/2/2023
Cities: Skylines - Natural Disasters (English/Korean Ver.),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA06407_00-ASIA000000000004,,,Not available for purchase,,4.63,24,Simulation,14/6/2018
DRAGON BALL XENOVERSE 2 - Ultra Pack 2 (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-0000000000000007,50%,HK$64.00,HK$32.00,20/3/2024 03:59 PM UTC,4.41,44,Action,16/12/2019
DRAGON BALL XENOVERSE 2 - Ultra Pack Set (Add-On),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/JP0700-CUSA04904_00-DRAGONBALLULTRAS,50%,HK$119.00,HK$59.50,20/3/2024 03:59 PM UTC,4.62,120,"Action, Casual, Fighting",18/6/2021
DRAGON BALL XENOVERSE 2 - Legendary Pack 2 (Japanese Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/JP0700-CUSA04904_00-DBXV2KEYA0DLCA13,50%,HK$80.00,HK$40.00,20/3/2024 03:59 PM UTC,4.7,121,"Action, Casual, Fighting",5/11/2021
DRAGON BALL XENOVERSE 2 - Legendary Pack Set (Japanese Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/JP0700-CUSA04904_00-SPASS50000000000,50%,HK$129.00,HK$64.50,20/3/2024 03:59 PM UTC,4.63,70,"Action, Casual, Fighting",18/6/2021
